BTCUSD, 20/3/2019 19:49, 4015.55
BTCUSD, 20/3/2019 19:48, 4015.55
BTCUSD, 20/3/2019 19:47, 4015.65
BTCUSD, 20/3/2019 19:46, 4015.4
BTCUSD, 20/3/2019 19:45, 4015.45
BTCUSD, 20/3/2019 19:44, 4015.3
BTCUSD, 20/3/2019 19:43, 4015.35
BTCUSD, 20/3/2019 19:42, 4015.95
BTCUSD, 20/3/2019 19:41, 4015.97
BTCUSD, 20/3/2019 19:40, 4015.98
BTCUSD, 20/3/2019 19:39, 4016
BTCUSD, 20/3/2019 19:38, 4016
BTCUSD, 20/3/2019 19:37, 4016.02
BTCUSD, 20/3/2019 19:36, 4016.03
BTCUSD, 20/3/2019 19:35, 4016.05
BTCUSD, 20/3/2019 19:34, 4016.05
BTCUSD, 20/3/2019 19:33, 4016.08
BTCUSD, 20/3/2019 19:32, 4016.03
BTCUSD, 20/3/2019 19:31, 4016.05
BTCUSD, 20/3/2019 19:30, 4016.06
BTCUSD, 20/3/2019 19:29, 4016.03
BTCUSD, 20/3/2019 19:28, 4016.03
BTCUSD, 20/3/2019 19:27, 4016.05
BTCUSD, 20/3/2019 19:26, 4016.03
BTCUSD, 20/3/2019 19:25, 4016.05
BTCUSD, 20/3/2019 19:24, 4016.05
BTCUSD, 20/3/2019 19:23, 4016.05
BTCUSD, 20/3/2019 19:22, 4016.03
BTCUSD, 20/3/2019 19:21, 4016.02
BTCUSD, 20/3/2019 19:20, 4016.04
BTCUSD, 20/3/2019 19:19, 4016.04
BTCUSD, 20/3/2019 19:18, 4015.94
BTCUSD, 20/3/2019 19:17, 4015.93
BTCUSD, 20/3/2019 19:16, 4015.94
BTCUSD, 20/3/2019 19:15, 4015.95
BTCUSD, 20/3/2019 19:14, 4015.94
BTCUSD, 20/3/2019 19:13, 4015.95
BTCUSD, 20/3/2019 19:12, 4015.97
BTCUSD, 20/3/2019 19:11, 4015.97
BTCUSD, 20/3/2019 19:10, 4015.97
BTCUSD, 20/3/2019 19:9, 4015.99
BTCUSD, 20/3/2019 19:8, 4016
BTCUSD, 20/3/2019 19:7, 4015.99
BTCUSD, 20/3/2019 19:6, 4016.01
BTCUSD, 20/3/2019 19:5, 4016.02
BTCUSD, 20/3/2019 19:4, 4016.04
BTCUSD, 20/3/2019 19:3, 4016.04
BTCUSD, 20/3/2019 19:2, 4016.16
BTCUSD, 20/3/2019 19:1, 4016.18
BTCUSD, 20/3/2019 19:0, 4016.16
BTCUSD, 20/3/2019 18:59, 4016.18
BTCUSD, 20/3/2019 18:58, 4016.16
BTCUSD, 20/3/2019 18:57, 4016.18
BTCUSD, 20/3/2019 18:56, 4016.26
BTCUSD, 20/3/2019 18:55, 4016.29
BTCUSD, 20/3/2019 18:54, 4016.25
BTCUSD, 20/3/2019 18:53, 4016.18
BTCUSD, 20/3/2019 18:52, 4016.25
BTCUSD, 20/3/2019 18:51, 4016.19
BTCUSD, 20/3/2019 18:50, 4016.25
BTCUSD, 20/3/2019 18:49, 4016.23
BTCUSD, 20/3/2019 18:48, 4016.24
BTCUSD, 20/3/2019 18:47, 4016.25
BTCUSD, 20/3/2019 18:46, 4016.94
BTCUSD, 20/3/2019 18:45, 4016.97
BTCUSD, 20/3/2019 18:44, 4016.97
BTCUSD, 20/3/2019 18:43, 4016.95
BTCUSD, 20/3/2019 18:42, 4016.93
BTCUSD, 20/3/2019 18:41, 4016.95
BTCUSD, 20/3/2019 18:40, 4016.96
BTCUSD, 20/3/2019 18:39, 4016.97
BTCUSD, 20/3/2019 18:38, 4017
BTCUSD, 20/3/2019 18:37, 4016.96
BTCUSD, 20/3/2019 18:36, 4016.97
BTCUSD, 20/3/2019 18:35, 4016.96
BTCUSD, 20/3/2019 18:34, 4016.97
BTCUSD, 20/3/2019 18:33, 4016.97
BTCUSD, 20/3/2019 18:32, 4016.98
BTCUSD, 20/3/2019 18:31, 4016.98
BTCUSD, 20/3/2019 18:30, 4016.96
BTCUSD, 20/3/2019 18:29, 4016.98
BTCUSD, 20/3/2019 18:28, 4017.01
BTCUSD, 20/3/2019 18:27, 4016.96
BTCUSD, 20/3/2019 18:26, 4016.93
BTCUSD, 20/3/2019 18:25, 4016.95
BTCUSD, 20/3/2019 18:24, 4016.91
BTCUSD, 20/3/2019 18:23, 4016.96
BTCUSD, 20/3/2019 18:22, 4016.97
BTCUSD, 20/3/2019 18:21, 4016.94
BTCUSD, 20/3/2019 18:20, 4016.96
BTCUSD, 20/3/2019 18:19, 4016.91
BTCUSD, 20/3/2019 18:18, 4016.91
BTCUSD, 20/3/2019 18:17, 4016.89
BTCUSD, 20/3/2019 18:16, 4016.91
BTCUSD, 20/3/2019 18:15, 4016.93
BTCUSD, 20/3/2019 18:14, 4016.94
BTCUSD, 20/3/2019 18:13, 4016.93
BTCUSD, 20/3/2019 18:12, 4016.96
BTCUSD, 20/3/2019 18:11, 4016.96
BTCUSD, 20/3/2019 18:10, 4016.94
BTCUSD, 20/3/2019 18:9, 4016.98
BTCUSD, 20/3/2019 18:8, 4017
BTCUSD, 20/3/2019 18:7, 4017.01
BTCUSD, 20/3/2019 18:6, 4017.03
BTCUSD, 20/3/2019 18:5, 4017.03
BTCUSD, 20/3/2019 18:4, 4017.01
BTCUSD, 20/3/2019 18:3, 4017.04
BTCUSD, 20/3/2019 18:2, 4017.06
BTCUSD, 20/3/2019 18:1, 4017.08
BTCUSD, 20/3/2019 18:0, 4017.11
BTCUSD, 20/3/2019 17:59, 4017.03
BTCUSD, 20/3/2019 17:58, 4017.19
BTCUSD, 20/3/2019 17:57, 4017.31
BTCUSD, 20/3/2019 17:56, 4017.34
BTCUSD, 20/3/2019 17:55, 4017.33
BTCUSD, 20/3/2019 17:54, 4017.53
BTCUSD, 20/3/2019 17:53, 4018.1
BTCUSD, 20/3/2019 17:52, 4018.3
BTCUSD, 20/3/2019 17:51, 4018.51
BTCUSD, 20/3/2019 17:50, 4018.37
BTCUSD, 20/3/2019 17:49, 4017.72
BTCUSD, 20/3/2019 17:48, 4017.7
BTCUSD, 20/3/2019 17:47, 4017.19
BTCUSD, 20/3/2019 17:46, 4017.18
BTCUSD, 20/3/2019 17:45, 4017.1
BTCUSD, 20/3/2019 17:44, 4017.05
BTCUSD, 20/3/2019 17:43, 4016.89
